purchase_detail_id,quantity,unit_cost,purchase_id,ingredient_id
PD01330,23,242.21,PO0031,ing0081
PD01331,23,49.51,PO0032,ing0082
PD01332,25,149.12,PO0033,ing0083
PD01333,30,287.97,PO0034,ing0084
PD01334,28,164.43,PO0035,ing0085
PD01335,25,67.02,PO0036,ing0086
PD01336,23,143.76,PO0037,ing0087
PD01337,7,281.12,PO0038,ing0088
PD01338,11,245.29,PO0039,ing0089
PD01339,4,237.56,PO0040,ing0090
PD01340,1,248.78,PO0041,ing0091
PD01341,15,220.82,PO0042,ing0092
PD01342,8,62.84,PO0043,ing0093
PD01343,15,86.91,PO0044,ing0094
PD01344,26,269.93,PO0045,ing0095
PD01345,28,250.16,PO0046,ing0096
PD01346,12,87.69,PO0047,ing0097
PD01347,25,248.93,PO0048,ing0098
PD01348,10,223.46,PO0049,ing0099
PD01349,22,37.52,PO0050,ing0100
PD01350,14,145.15,PO0051,ing0101
PD01351,5,235.83,PO0052,ing0102
PD01352,15,96.38,PO0053,ing0103
PD01353,20,290.73,PO0054,ing0104
PD01354,24,84.48,PO0055,ing0105
PD01355,26,239.12,PO0056,ing0106
PD01356,27,63.86,PO0057,ing0107
PD01357,3,114.95,PO0058,ing0108
PD01358,13,89.74,PO0059,ing0109
PD01359,30,226.8,PO0060,ing0110
PD01360,14,26.35,PO0061,ing0111
PD01361,4,203.48,PO0062,ing0112
PD01362,4,170.65,PO0063,ing0113
PD01363,15,91.71,PO0064,ing0114
PD01364,3,106.75,PO0065,ing0115
PD01365,14,250.03,PO0066,ing0116
PD01366,5,73.51,PO0067,ing0117
PD01367,13,24.1,PO0068,ing0118
PD01368,16,20.8,PO0069,ing0119
PD01369,1,292.3,PO0070,ing0120
PD01370,4,207.69,PO0071,ing0121
PD01371,2,78.69,PO0072,ing0122
PD01372,3,32.5,PO0073,ing0123
PD01373,27,289.43,PO0074,ing0124
PD01374,23,46.49,PO0075,ing0125
PD01375,14,76.74,PO0076,ing0001
PD01376,29,143.5,PO0077,ing0002
PD01377,19,134.74,PO0078,ing0003
PD01378,14,58.83,PO0079,ing0004
PD01379,8,30.66,PO0080,ing0005
PD01380,4,145.35,PO0081,ing0006
PD01381,20,55.92,PO0082,ing0007
PD01382,29,129.1,PO0083,ing0008
PD01383,5,214.61,PO0084,ing0009
PD01384,13,90.18,PO0085,ing0010
PD01385,20,34.1,PO0086,ing0011
PD01386,4,63.02,PO0087,ing0012
PD01387,20,44.69,PO0088,ing0013
PD01388,17,173.02,PO0089,ing0014
PD01389,30,187.44,PO0090,ing0015
PD01390,18,30.94,PO0091,ing0016
PD01391,17,66.18,PO0092,ing0017
PD01392,15,20.33,PO0093,ing0018
PD01393,5,297.36,PO0094,ing0019
PD01394,6,116.83,PO0095,ing0020
PD01395,14,111.15,PO0096,ing0021
PD01396,4,100.51,PO0097,ing0022
PD01397,1,32.47,PO0098,ing0023
PD01398,24,151.45,PO0099,ing0024
PD01399,11,269.31,PO0100,ing0025
PD01400,19,213.45,PO0001,ing0026
PD01401,10,54.35,PO0002,ing0027
PD01402,17,258.14,PO0003,ing0028
PD01403,7,257.85,PO0004,ing0029
PD01404,30,105.1,PO0005,ing0030
PD01405,4,204.7,PO0006,ing0031
PD01406,13,104.95,PO0007,ing0032
PD01407,10,285.79,PO0008,ing0033
PD01408,5,68.91,PO0009,ing0034
PD01409,12,292.97,PO0010,ing0035
PD01410,5,272.65,PO0011,ing0036
PD01411,7,87.88,PO0012,ing0037
PD01412,12,258.06,PO0013,ing0038
PD01413,28,204.89,PO0014,ing0039
PD01414,22,224.75,PO0015,ing0040
PD01415,18,41.91,PO0016,ing0041
PD01416,25,119.44,PO0017,ing0042
PD01417,25,218.52,PO0018,ing0043
PD01418,12,221.26,PO0019,ing0044
PD01419,28,80.27,PO0020,ing0045
PD01420,7,208.4,PO0021,ing0046
PD01421,5,236.67,PO0022,ing0047
PD01422,10,86.56,PO0023,ing0048
PD01423,8,61.62,PO0024,ing0049
PD01424,2,269.88,PO0025,ing0050
PD01425,22,212.18,PO0026,ing0051
PD01426,7,164.64,PO0027,ing0052
PD01427,2,201.2,PO0028,ing0053
PD01428,29,197.93,PO0029,ing0054
PD01429,19,89.3,PO0030,ing0055
PD01430,22,266.58,PO0031,ing0056
PD01431,12,84.54,PO0032,ing0057
PD01432,17,198.03,PO0033,ing0058
PD01433,11,94.47,PO0034,ing0059
PD01434,4,74.64,PO0035,ing0060
PD01435,16,166.99,PO0036,ing0061
PD01436,27,123.84,PO0037,ing0062
PD01437,26,65.33,PO0038,ing0063
PD01438,24,81.04,PO0039,ing0064
PD01439,21,83.43,PO0040,ing0065
PD01440,30,266.65,PO0041,ing0066
PD01441,1,104.48,PO0042,ing0067
PD01442,29,287.72,PO0043,ing0068
PD01443,30,136.84,PO0044,ing0069
PD01444,26,244.87,PO0045,ing0070
PD01445,13,77.91,PO0046,ing0071
PD01446,27,239.48,PO0047,ing0072
PD01447,1,167.23,PO0048,ing0073
PD01448,24,290.08,PO0049,ing0074
PD01449,13,33.89,PO0050,ing0075
PD01450,19,202.08,PO0051,ing0076
PD01451,17,212.67,PO0052,ing0077
PD01452,8,289.38,PO0053,ing0078
PD01453,19,26.03,PO0054,ing0079
PD01454,10,146.64,PO0055,ing0080
PD01455,15,114.46,PO0056,ing0081
PD01456,9,271.68,PO0057,ing0082
PD01457,2,278.1,PO0058,ing0083
PD01458,20,268.64,PO0059,ing0084
PD01459,24,158.61,PO0060,ing0085
PD01460,5,183.99,PO0061,ing0086
PD01461,6,142.54,PO0062,ing0087
PD01462,4,163.97,PO0063,ing0088
PD01463,15,177.24,PO0064,ing0089
PD01464,6,293.64,PO0065,ing0090
PD01465,10,128.15,PO0066,ing0091
PD01466,9,259.89,PO0067,ing0092
PD01467,12,81.07,PO0068,ing0093
PD01468,24,48.36,PO0069,ing0094
PD01469,22,212.42,PO0070,ing0095
PD01470,26,125.27,PO0071,ing0096
PD01471,18,206.73,PO0072,ing0097
PD01472,9,73.32,PO0073,ing0098
PD01473,27,50.99,PO0074,ing0099
PD01474,25,165.82,PO0075,ing0100
PD01475,14,209.85,PO0076,ing0101
PD01476,30,235.13,PO0077,ing0102
PD01477,9,282.38,PO0078,ing0103
PD01478,24,42.48,PO0079,ing0104
PD01479,1,154.78,PO0080,ing0105
PD01480,21,20,PO0081,ing0106
PD01481,29,206.55,PO0082,ing0107
PD01482,16,254.9,PO0083,ing0108
PD01483,5,171.74,PO0084,ing0109
PD01484,18,117.22,PO0085,ing0110
PD01485,18,118.66,PO0086,ing0111
PD01486,13,149.5,PO0087,ing0112
PD01487,4,274.29,PO0088,ing0113
PD01488,16,48.44,PO0089,ing0114
PD01489,4,191.22,PO0090,ing0115
PD01490,29,276.46,PO0091,ing0116
PD01491,2,67.69,PO0092,ing0117
PD01492,7,59.8,PO0093,ing0118
PD01493,16,121.33,PO0094,ing0119
PD01494,25,233.8,PO0095,ing0120
PD01495,17,276.73,PO0096,ing0121
PD01496,20,252.85,PO0097,ing0122
PD01497,21,146.06,PO0098,ing0123
PD01498,24,33.08,PO0099,ing0124
PD01499,2,65.37,PO0100,ing0125
PD01500,25,142.34,PO0001,ing0001
PD01501,26,228.88,PO0002,ing0002
PD01502,14,56.5,PO0003,ing0003
PD01503,10,86.73,PO0004,ing0004
PD01504,23,137.43,PO0005,ing0005
PD01505,14,256.97,PO0006,ing0006
PD01506,5,129.1,PO0007,ing0007
PD01507,30,81.73,PO0008,ing0008
PD01508,27,110.02,PO0009,ing0009
PD01509,16,261.77,PO0010,ing0010
PD01510,5,55.6,PO0011,ing0011
PD01511,27,137.22,PO0012,ing0012
PD01512,21,237.78,PO0013,ing0013
PD01513,21,219.07,PO0014,ing0014
PD01514,10,292.62,PO0015,ing0015
PD01515,14,65.11,PO0016,ing0016
PD01516,3,293.68,PO0017,ing0017
PD01517,11,135.36,PO0018,ing0018
PD01518,29,221.79,PO0019,ing0019
PD01519,16,22.25,PO0020,ing0020
PD01520,27,20.69,PO0021,ing0021
PD01521,13,145.06,PO0022,ing0022
PD01522,11,97.82,PO0023,ing0023
PD01523,13,265.41,PO0024,ing0024
PD01524,21,193.86,PO0025,ing0025
PD01525,26,158.68,PO0026,ing0026
PD01526,15,232.81,PO0027,ing0027
PD01527,16,90.02,PO0028,ing0028
PD01528,12,292.08,PO0029,ing0029
PD01529,19,269.31,PO0030,ing0030
PD01530,19,182.66,PO0031,ing0031
PD01531,13,227.53,PO0032,ing0032
PD01532,25,162.07,PO0033,ing0033
PD01533,16,121.93,PO0034,ing0034
PD01534,28,197.14,PO0035,ing0035
PD01535,22,253.68,PO0036,ing0036
PD01536,30,278.12,PO0037,ing0037
PD01537,20,285.69,PO0038,ing0038
PD01538,23,299.17,PO0039,ing0039
PD01539,2,186.88,PO0040,ing0040
PD01540,16,144.57,PO0041,ing0041
PD01541,4,85.05,PO0042,ing0042
PD01542,14,59.9,PO0043,ing0043
PD01543,18,20.69,PO0044,ing0044
PD01544,4,31.89,PO0045,ing0045
PD01545,2,274.9,PO0046,ing0046
PD01546,18,257.88,PO0047,ing0047
PD01547,3,53.84,PO0048,ing0048
PD01548,17,191.02,PO0049,ing0049
PD01549,9,106.2,PO0050,ing0050
PD01550,7,179.44,PO0051,ing0051
PD01551,21,187.8,PO0052,ing0052
PD01552,14,161.81,PO0053,ing0053
PD01553,5,261.94,PO0054,ing0054
PD01554,6,126.21,PO0055,ing0055
PD01555,29,59.24,PO0056,ing0056
PD01556,3,124.06,PO0057,ing0057
PD01557,18,158.15,PO0058,ing0058
PD01558,30,285.94,PO0059,ing0059
PD01559,26,93.07,PO0060,ing0060
PD01560,9,231.74,PO0061,ing0061
PD01561,14,46.45,PO0062,ing0062
PD01562,11,229.73,PO0063,ing0063
PD01563,6,118.03,PO0064,ing0064
PD01564,16,276.44,PO0065,ing0065
PD01565,24,226.07,PO0066,ing0066
PD01566,11,104.84,PO0067,ing0067
PD01567,26,122.77,PO0068,ing0068
PD01568,21,40.84,PO0069,ing0069
PD01569,17,130.78,PO0070,ing0070
PD01570,28,58.51,PO0071,ing0071
PD01571,13,256.69,PO0072,ing0072
PD01572,12,93.55,PO0073,ing0073
PD01573,2,190,PO0074,ing0074
PD01574,27,192.67,PO0075,ing0075
PD01575,11,222.78,PO0076,ing0076
PD01576,10,102.55,PO0077,ing0077
PD01577,26,82.38,PO0078,ing0078
PD01578,13,39.89,PO0079,ing0079
PD01579,11,37.67,PO0080,ing0080
PD01580,3,73.31,PO0081,ing0081
PD01581,26,257.09,PO0082,ing0082
PD01582,26,180.11,PO0083,ing0083
PD01583,18,266.64,PO0084,ing0084
PD01584,16,167.3,PO0085,ing0085
PD01585,15,33.94,PO0086,ing0086
PD01586,14,227.34,PO0087,ing0087
PD01587,7,198.24,PO0088,ing0088
PD01588,15,259.79,PO0089,ing0089
PD01589,27,225.65,PO0090,ing0090
PD01590,13,111.67,PO0091,ing0091
PD01591,8,272.78,PO0092,ing0092
PD01592,13,111.09,PO0093,ing0093
PD01593,4,156.94,PO0094,ing0094
PD01594,12,70.47,PO0095,ing0095
PD01595,11,127.15,PO0096,ing0096
PD01596,9,279.74,PO0097,ing0097
PD01597,7,134.7,PO0098,ing0098
PD01598,21,180.27,PO0099,ing0099
PD01599,23,102.95,PO0100,ing0100
PD01600,12,137.66,PO0001,ing0101
PD01601,5,32.79,PO0002,ing0102
PD01602,9,44.5,PO0003,ing0103
PD01603,14,188.9,PO0004,ing0104
PD01604,13,251.13,PO0005,ing0105
PD01605,28,147.55,PO0006,ing0106
PD01606,4,77.67,PO0007,ing0107
PD01607,2,23.69,PO0008,ing0108
PD01608,26,104.04,PO0009,ing0109
PD01609,26,68.74,PO0010,ing0110
PD01610,27,124.78,PO0011,ing0111
PD01611,17,273.12,PO0012,ing0112
PD01612,3,154.53,PO0013,ing0113
PD01613,26,80.95,PO0014,ing0114
PD01614,7,279.22,PO0015,ing0115
PD01615,15,88.56,PO0016,ing0116
PD01616,3,210.16,PO0017,ing0117
PD01617,26,164.91,PO0018,ing0118
PD01618,14,187.74,PO0019,ing0119
PD01619,25,206.5,PO0020,ing0120
PD01620,5,268.92,PO0021,ing0121
PD01621,8,166.16,PO0022,ing0122
PD01622,30,149.03,PO0023,ing0123
PD01623,5,152.38,PO0024,ing0124
PD01624,9,168.78,PO0025,ing0125
PD01625,13,40.21,PO0026,ing0001
PD01626,25,37,PO0027,ing0002
PD01627,5,231.06,PO0028,ing0003
PD01628,26,131.45,PO0029,ing0004
PD01629,22,26.91,PO0030,ing0005
PD01630,4,293.6,PO0031,ing0006
PD01631,21,69.79,PO0032,ing0007
PD01632,27,131.19,PO0033,ing0008
PD01633,25,218.17,PO0034,ing0009
PD01634,27,143.72,PO0035,ing0010
PD01635,26,122.12,PO0036,ing0011
PD01636,7,236.08,PO0037,ing0012
PD01637,7,74.56,PO0038,ing0013
PD01638,2,142.17,PO0039,ing0014
PD01639,14,219.52,PO0040,ing0015
PD01640,16,30.85,PO0041,ing0016
PD01641,30,109.15,PO0042,ing0017
PD01642,29,229.5,PO0043,ing0018
PD01643,7,179.99,PO0044,ing0019
PD01644,24,161.89,PO0045,ing0020
PD01645,3,142.85,PO0046,ing0021
PD01646,21,203.46,PO0047,ing0022
PD01647,25,282.33,PO0048,ing0023
PD01648,5,135.62,PO0049,ing0024
PD01649,23,181.18,PO0050,ing0025
PD01650,13,68.6,PO0051,ing0026
PD01651,26,255.81,PO0052,ing0027
PD01652,15,292.35,PO0053,ing0028
PD01653,16,225.43,PO0054,ing0029
PD01654,12,282.97,PO0055,ing0030
PD01655,4,167.73,PO0056,ing0031
PD01656,5,108.9,PO0057,ing0032
PD01657,3,52.99,PO0058,ing0033
PD01658,20,139.55,PO0059,ing0034
PD01659,17,103.09,PO0060,ing0035
PD01660,15,245.81,PO0061,ing0036
PD01661,6,275.98,PO0062,ing0037
PD01662,25,293.48,PO0063,ing0038
PD01663,11,250.7,PO0064,ing0039
PD01664,28,268.13,PO0065,ing0040
PD01665,30,215.64,PO0066,ing0041
PD01666,2,121.43,PO0067,ing0042
PD01667,1,75.28,PO0068,ing0043
PD01668,16,121.25,PO0069,ing0044
PD01669,18,276.62,PO0070,ing0045
PD01670,22,169.78,PO0071,ing0046
PD01671,30,208.22,PO0072,ing0047
PD01672,4,258.68,PO0073,ing0048
PD01673,29,40.32,PO0074,ing0049
PD01674,30,165.4,PO0075,ing0050
PD01675,13,106.12,PO0076,ing0051
PD01676,3,97.15,PO0077,ing0052
PD01677,13,48.22,PO0078,ing0053
PD01678,29,190.74,PO0079,ing0054
PD01679,30,194.98,PO0080,ing0055
PD01680,11,61.02,PO0081,ing0056
PD01681,18,125.49,PO0082,ing0057
PD01682,22,256.1,PO0083,ing0058
PD01683,18,133.5,PO0084,ing0059
PD01684,26,273.15,PO0085,ing0060
PD01685,6,223.11,PO0086,ing0061
PD01686,19,182.86,PO0087,ing0062
PD01687,7,205.22,PO0088,ing0063
PD01688,11,271.88,PO0089,ing0064
PD01689,4,48.41,PO0090,ing0065
PD01690,9,157.01,PO0091,ing0066
PD01691,22,276.79,PO0092,ing0067
PD01692,26,206.62,PO0093,ing0068
PD01693,13,250.99,PO0094,ing0069
PD01694,18,278.73,PO0095,ing0070
PD01695,21,200.57,PO0096,ing0071
PD01696,22,209.8,PO0097,ing0072
PD01697,9,271.82,PO0098,ing0073
PD01698,4,176.96,PO0099,ing0074
PD01699,18,283.18,PO0100,ing0075
PD01700,20,99.19,PO0001,ing0076
PD01701,12,167.79,PO0002,ing0077
PD01702,20,120.34,PO0003,ing0078
PD01703,20,181.92,PO0004,ing0079
PD01704,7,247.2,PO0005,ing0080
PD01705,2,21.92,PO0006,ing0081
PD01706,23,179.87,PO0007,ing0082
PD01707,29,79.41,PO0008,ing0083
PD01708,20,255.53,PO0009,ing0084
PD01709,27,128.36,PO0010,ing0085
PD01710,22,174.83,PO0011,ing0086
PD01711,10,71.07,PO0012,ing0087
PD01712,7,105.18,PO0013,ing0088
PD01713,16,275.69,PO0014,ing0089
PD01714,7,298.01,PO0015,ing0090
PD01715,6,170.77,PO0016,ing0091
PD01716,18,239.37,PO0017,ing0092
PD01717,15,193.85,PO0018,ing0093
PD01718,15,85.8,PO0019,ing0094
PD01719,15,280.92,PO0020,ing0095
PD01720,4,20.45,PO0021,ing0096
PD01721,2,66.24,PO0022,ing0097
PD01722,27,299.25,PO0023,ing0098
PD01723,3,130.93,PO0024,ing0099
PD01724,14,156.29,PO0025,ing0100
PD01725,28,191.72,PO0026,ing0101
PD01726,11,67.21,PO0027,ing0102
PD01727,6,84.61,PO0028,ing0103
PD01728,15,46.92,PO0029,ing0104
PD01729,25,235.27,PO0030,ing0105
PD01730,25,29.46,PO0031,ing0106
PD01731,22,106.83,PO0032,ing0107
PD01732,22,25.11,PO0033,ing0108
PD01733,3,289.93,PO0034,ing0109
PD01734,1,261.58,PO0035,ing0110
PD01735,10,240.13,PO0036,ing0111
PD01736,5,274.42,PO0037,ing0112
PD01737,1,114.04,PO0038,ing0113
PD01738,22,135.19,PO0039,ing0114
PD01739,23,51.32,PO0040,ing0115
PD01740,5,223.18,PO0041,ing0116
PD01741,1,199.72,PO0042,ing0117
PD01742,18,104.84,PO0043,ing0118
PD01743,20,157.68,PO0044,ing0119
PD01744,11,78.07,PO0045,ing0120
PD01745,23,256.48,PO0046,ing0121
PD01746,10,267.07,PO0047,ing0122
PD01747,6,128.79,PO0048,ing0123
PD01748,24,94.97,PO0049,ing0124
PD01749,1,132.57,PO0050,ing0125
PD01750,16,113.74,PO0051,ing0001
