order_id,menu_id,quantity,price
ord3396,mu0030,5,190.7
ord3631,mu0045,2,23.98
ord651,mu0010,1,62.42
ord1806,mu0054,4,81.01
ord3644,mu0020,2,171.86
ord3363,mu0064,2,123.62
ord904,mu0032,3,108.53
ord1558,mu0033,1,132.53
ord1708,mu0061,5,141.85
ord2459,mu0050,5,117.53
ord3855,mu0044,5,66.67
ord3844,mu0050,1,25.49
ord868,mu0013,4,112.62
ord2997,mu0021,2,77.67
ord3986,mu0026,4,150.67
ord2611,mu0008,1,133.85
ord580,mu0049,3,156.6
ord3559,mu0060,5,46.57
ord1790,mu0067,5,153.6
ord3315,mu0036,3,74.16
ord108,mu0009,3,130.85
ord2885,mu0048,1,144.51
ord976,mu0072,5,26.77
ord2608,mu0021,2,142.15
ord2156,mu0044,4,81.58
ord3871,mu0060,4,141.86
ord606,mu0068,1,103.89
ord1561,mu0011,1,187.3
ord46,mu0044,5,100.39
ord2561,mu0042,4,82.18
ord185,mu0067,2,40.49
ord286,mu0058,3,112.07
ord549,mu0025,5,158.41
ord1209,mu0064,2,59.26
ord3813,mu0069,1,177.89
ord889,mu0009,3,105.69
ord3337,mu0035,3,69.59
ord1571,mu0019,4,89.36
ord939,mu0062,4,83.34
ord2331,mu0039,4,125.83
ord1554,mu0026,4,33.47
ord3785,mu0054,5,63.13
ord3489,mu0017,4,165.69
ord1975,mu0014,2,150.97
ord2381,mu0004,3,38.94
ord2350,mu0014,5,110.96
ord3957,mu0025,2,89.84
ord1444,mu0038,3,127.07
ord940,mu0007,4,51.62
ord732,mu0047,2,40.62
ord759,mu0004,5,39.95
ord3413,mu0044,5,53.3
ord904,mu0026,1,163.03
ord1425,mu0071,3,129.64
ord915,mu0014,4,102
ord155,mu0067,5,196.27
ord3602,mu0060,4,105.11
ord2633,mu0069,1,33.69
ord1672,mu0032,2,64.64
ord1907,mu0042,2,109.31
ord4007,mu0072,4,45.37
ord2964,mu0053,4,97.13
ord1173,mu0011,5,192.79
ord2344,mu0010,2,107.71
ord3165,mu0017,5,171.26
ord2741,mu0057,2,197.71
ord795,mu0063,2,107.46
ord2398,mu0010,4,172.97
ord2634,mu0005,4,31.12
ord748,mu0074,1,112.24
ord212,mu0065,5,62.14
ord1202,mu0053,1,41.77
ord762,mu0042,5,114.22
ord2157,mu0006,2,114.06
ord3763,mu0046,3,34.88
ord947,mu0074,5,108.61
ord3292,mu0030,2,70.57
ord1850,mu0026,2,41.79
ord2993,mu0010,2,38.22
ord11,mu0006,3,34.74
ord3574,mu0070,4,74.21
ord3351,mu0019,4,188.06
ord2418,mu0006,4,127.21
ord1713,mu0031,4,77.76
ord2094,mu0003,1,50.06
ord2331,mu0037,2,43.46
ord3978,mu0061,1,75.11
ord602,mu0012,3,74.25
ord1329,mu0060,2,120.21
ord3945,mu0012,3,74.16
ord3704,mu0009,5,97.85
ord2026,mu0073,5,43.33
ord3481,mu0028,4,74.38
ord2865,mu0019,4,190.91
ord2175,mu0040,1,109.42
ord4026,mu0011,5,178.86
ord3247,mu0074,2,153.23
ord2775,mu0032,3,45.6
ord3229,mu0025,3,115
ord1672,mu0026,2,94.79
ord2027,mu0056,4,90.62
ord4043,mu0026,4,110.69
ord1321,mu0001,5,157.23
ord1838,mu0054,4,68.72
ord2040,mu0041,2,197.54
ord3362,mu0050,2,26.97
ord1157,mu0012,3,192.52
ord3283,mu0017,5,79.69
ord1519,mu0010,2,120.51
ord98,mu0066,4,69.28
ord18,mu0028,3,154.36
ord599,mu0013,3,75.95
ord1599,mu0009,5,172.29
ord16,mu0032,2,156.61
ord1711,mu0075,2,149.76
ord1605,mu0051,5,50.18
ord2592,mu0075,3,101.5
ord1240,mu0009,1,138.61
ord1943,mu0073,1,170.98
ord595,mu0024,5,71.97
ord362,mu0023,1,187.62
ord3608,mu0007,3,152.13
ord3693,mu0072,5,43.56
ord747,mu0059,3,124.14
ord3540,mu0048,1,156.32
ord389,mu0006,3,89.8
ord2871,mu0070,2,29.78
ord2546,mu0063,1,135.73
ord2888,mu0041,4,115.34
ord1677,mu0033,4,23.05
ord1465,mu0025,3,34.38
ord2158,mu0012,4,129.33
ord397,mu0022,3,113.92
ord3836,mu0038,5,109.37
ord1933,mu0017,2,133.77
ord2775,mu0026,1,129.46
ord1588,mu0046,3,172.71
ord2265,mu0022,3,158.7
ord2928,mu0032,5,30.9
ord2107,mu0002,2,187.85
ord3919,mu0049,3,46.86
ord67,mu0054,2,31.67
ord3706,mu0044,3,68.26
ord3312,mu0072,3,101.68
ord3625,mu0010,4,86.02
ord2650,mu0040,2,88.88
ord2030,mu0066,2,157.72
ord1365,mu0010,3,174.94
ord2819,mu0021,3,114.24
ord1251,mu0068,5,70.49
ord3419,mu0073,5,148.09
ord1978,mu0008,3,64.29
ord1989,mu0054,1,61.01
ord882,mu0033,5,41.57
ord2412,mu0038,4,165.8
ord905,mu0039,2,25.03
ord3620,mu0067,3,87.25
ord16,mu0026,2,36.71
ord1173,mu0031,2,73.92
ord679,mu0059,1,161.96
ord3519,mu0011,2,89.61
ord667,mu0062,4,82.13
ord1563,mu0019,1,155.58
ord3284,mu0039,4,134.73
ord1308,mu0025,1,44.18
ord2684,mu0072,5,136.3
ord3553,mu0035,4,107.88
ord2443,mu0039,3,84.74
ord2183,mu0046,2,60.9
ord2492,mu0027,2,148.68
ord196,mu0060,3,90.3
ord2596,mu0051,5,76.65
ord2928,mu0026,1,167.29
ord2619,mu0010,3,22.75
ord2211,mu0016,5,53.98
ord1190,mu0042,2,42.17
ord1824,mu0057,4,141.89
ord2135,mu0060,4,107.36
ord3920,mu0069,3,53.11
ord1311,mu0007,2,63.84
ord2342,mu0030,2,146.58
ord659,mu0075,4,157.23
ord3375,mu0021,3,156.6
ord3713,mu0039,3,61.77
ord2193,mu0027,5,168.02
ord152,mu0037,5,25.57
ord982,mu0021,1,98.95
ord2332,mu0061,4,47.46
ord1797,mu0025,2,63.85
ord4016,mu0034,2,91.76
ord17,mu0073,5,131.62
ord3806,mu0018,2,40.95
ord600,mu0025,3,111.99
ord3284,mu0037,2,38.98
ord1979,mu0018,3,118.52
ord989,mu0061,2,122.57
ord2341,mu0062,5,146.25
ord1152,mu0060,1,22.99
ord259,mu0006,3,48.09
ord1374,mu0051,2,136.85
ord1206,mu0004,3,149.39
ord2503,mu0028,2,119.35
ord404,mu0070,2,80.57
ord1333,mu0014,3,179.06
ord1429,mu0017,5,50.94
ord2260,mu0022,4,30.7
ord1076,mu0010,5,44.88
ord1189,mu0013,3,182.94
ord287,mu0054,1,144.69
ord2707,mu0067,4,172.63
ord2535,mu0005,1,30.6
ord4089,mu0015,4,153.01
ord2141,mu0007,5,99.8
ord3386,mu0044,1,95.97
ord3859,mu0018,3,89.21
ord3563,mu0016,1,89.21
ord1890,mu0014,5,156.46
ord950,mu0037,5,27.82
ord3153,mu0004,4,170.29
ord1061,mu0033,4,33.39
ord3476,mu0004,1,87.88
ord1355,mu0046,5,92.08
ord3901,mu0015,3,54.52
ord2598,mu0074,4,197.94
ord4073,mu0016,4,179.73
ord2062,mu0055,2,91.54
ord3699,mu0071,1,50.26
ord1996,mu0052,1,184.11
ord3661,mu0058,2,89.04
ord831,mu0040,2,53.6
ord3713,mu0037,3,138.36
ord3336,mu0023,4,96.76
ord621,mu0017,3,180.83
ord568,mu0045,1,42.91
ord1689,mu0050,1,141.33
ord452,mu0020,5,114.55
ord3553,mu0062,5,75.31
ord4020,mu0014,1,186.94
ord1249,mu0038,5,145.61
ord3183,mu0066,4,115.9
ord3475,mu0038,4,51.64
ord1350,mu0019,4,46.77
ord817,mu0025,5,55.68
ord2877,mu0070,4,105.21
ord1371,mu0004,2,45.13
ord949,mu0060,5,83.64
ord872,mu0053,5,55.96
ord910,mu0032,5,111.63
ord1657,mu0047,4,68.26
ord3401,mu0028,2,182.27
ord731,mu0026,5,150.62
ord3813,mu0070,5,181.1
ord1221,mu0035,2,179.33
ord1968,mu0035,5,187.19
ord132,mu0046,3,62.98
ord1545,mu0035,3,124.58
ord1490,mu0040,4,75.35
ord3293,mu0059,2,110.07
ord766,mu0002,5,91.97
ord3521,mu0007,2,121.55
ord2138,mu0025,5,117.99
ord1016,mu0006,3,191.66
ord504,mu0022,5,194.37
ord2565,mu0035,4,114.71
ord3671,mu0050,1,107.45
ord2150,mu0072,1,199.57
ord3234,mu0011,3,184.23
ord752,mu0035,2,78.43
ord1093,mu0057,4,62.73
ord1079,mu0049,1,131.04
ord4034,mu0010,2,124.37
ord75,mu0027,1,164.76
ord2872,mu0069,2,122.74
ord1049,mu0013,5,69.72
ord1176,mu0044,3,20.66
ord2704,mu0060,3,154.74
ord3850,mu0003,5,85.94
ord135,mu0072,2,131.09
ord2377,mu0009,1,195.14
ord1591,mu0068,5,41.39
ord1746,mu0017,1,191.42
ord2839,mu0040,1,52.05
ord3186,mu0045,3,52.27
ord80,mu0051,5,100.93
ord735,mu0064,3,140.93
ord2110,mu0002,4,166.4
ord701,mu0017,3,49.18
ord2599,mu0028,4,20.16
ord2133,mu0046,1,151.82
ord1357,mu0053,5,39.88
ord1120,mu0030,3,50.4
ord3880,mu0055,1,92.48
ord3874,mu0073,3,120.82
ord1666,mu0032,4,102.06
ord1640,mu0053,5,177.45
ord1139,mu0062,4,31.41
ord1686,mu0045,5,84.61
ord3568,mu0074,3,26.07
ord1791,mu0012,4,181.16
ord1774,mu0051,1,55.99
ord2480,mu0075,4,107.42
ord3905,mu0026,5,148.37
ord2585,mu0064,5,71.21
ord2827,mu0060,4,199.22
ord1034,mu0030,5,143.78
ord2627,mu0017,4,99.78
ord3396,mu0024,3,83.99
ord1542,mu0006,4,120.53
ord3119,mu0047,5,137.7
ord1474,mu0012,3,47.82
ord3861,mu0002,5,148.07
ord844,mu0065,2,39.03
ord2123,mu0002,5,106.01
ord470,mu0040,5,104.69
ord1793,mu0049,2,174.22
ord2681,mu0061,3,111.78
ord251,mu0063,2,132.16
ord1328,mu0029,2,133.2
ord2722,mu0007,5,44.23
ord2247,mu0036,4,79.14
ord2022,mu0005,2,37.65
ord2725,mu0029,4,62.41
ord2831,mu0042,1,58.11
ord647,mu0018,5,103.84
ord3462,mu0063,4,164.38
ord2031,mu0038,4,172.2
ord1563,mu0054,1,60.33
ord1802,mu0001,5,49.18
ord1899,mu0058,5,177.62
ord889,mu0041,2,30.21
ord3771,mu0024,1,197.29
ord1808,mu0016,3,177.22
ord620,mu0034,4,117.65
ord1345,mu0058,3,94.7
ord3310,mu0007,3,62.05
ord1221,mu0062,5,110.17
ord1300,mu0011,3,30.56
ord1666,mu0026,5,40.15
ord4041,mu0050,3,90.1
ord3441,mu0054,4,194.58
ord2611,mu0060,4,161.68
ord2468,mu0004,4,108.53
ord1086,mu0048,4,29.99
ord3724,mu0043,1,112.25
ord2161,mu0073,2,21.34
ord2565,mu0062,2,171.19
ord1407,mu0065,4,31.54
ord1641,mu0019,3,84.27
ord3110,mu0007,5,189.05
ord3605,mu0012,5,43.51
ord1750,mu0004,5,136.99
ord588,mu0020,2,22.19
ord3240,mu0061,5,48.46
ord1854,mu0059,1,58.75
ord2356,mu0030,3,123.28
ord279,mu0059,3,41.12
ord2419,mu0061,1,113.02
ord3154,mu0005,2,144.39
ord631,mu0012,5,195.49
ord1058,mu0049,5,143.35
ord90,mu0018,3,173.5
ord753,mu0063,5,142.78
ord2394,mu0050,3,162.68
ord3420,mu0073,4,63.24
ord929,mu0004,3,62.8
ord3590,mu0044,3,194.38
ord881,mu0070,2,165.13
ord2103,mu0066,4,34.13
ord3114,mu0058,4,63.76
ord3180,mu0045,5,107.56
ord265,mu0033,4,147.64
ord341,mu0047,5,115.06
ord2944,mu0033,1,149.92
ord2203,mu0016,3,41.32
ord179,mu0001,5,157.61
ord3391,mu0068,2,70.11
ord2999,mu0037,4,155.74
ord3292,mu0024,4,121.58
ord2384,mu0028,1,35.5
ord817,mu0068,5,183.73
ord2476,mu0021,1,150.89
ord550,mu0023,1,177.06
ord555,mu0075,2,184.78
ord87,mu0036,3,56.6
ord288,mu0021,1,95.33
ord2029,mu0043,1,155.07
ord2408,mu0057,4,78.73
ord1823,mu0005,3,33.69
ord1065,mu0064,4,81.68
ord1466,mu0066,2,62.57
ord339,mu0025,2,48.5
ord1977,mu0019,2,187.65
ord1794,mu0044,1,138.24
ord3334,mu0071,3,186.72
ord965,mu0069,3,27.13
ord2278,mu0053,3,173.93
ord754,mu0031,2,65.46
ord1158,mu0013,1,98.69
ord3356,mu0009,4,187.18
ord3451,mu0011,5,165.42
ord1949,mu0011,4,123.95
ord1969,mu0025,3,178.24
ord3209,mu0054,2,25.55
ord887,mu0043,1,133.75
ord4084,mu0043,4,46.78
ord2315,mu0015,4,75.08
ord4072,mu0074,5,112.86
ord2766,mu0073,4,90.44
ord235,mu0049,1,129.73
ord3786,mu0016,3,78.47
ord1712,mu0012,3,119.23
ord3821,mu0055,4,119.21
ord313,mu0014,3,116.31
ord1024,mu0074,4,196.39
ord1886,mu0042,4,32.61
ord1652,mu0017,5,47.73
ord217,mu0009,4,148.4
ord2902,mu0017,2,87.09
ord3232,mu0009,5,136.02
ord1275,mu0057,3,63.36
ord1295,mu0027,3,167.89
ord1897,mu0011,1,176.34
ord2534,mu0022,4,75.64
ord517,mu0039,1,94.48
ord2455,mu0072,4,80.96
ord1238,mu0039,5,197.6
ord458,mu0029,2,82.08
ord2638,mu0012,1,187.31
ord2670,mu0003,4,184.36
ord3104,mu0025,3,69.13
ord3751,mu0039,1,199.97
ord3327,mu0010,2,193.67
ord1726,mu0038,1,40.99
ord3359,mu0069,2,136.86
ord2139,mu0053,1,134.68
ord3135,mu0039,4,34.85
ord1846,mu0064,3,60.7
ord775,mu0020,4,121.77
ord3865,mu0015,2,49.03
ord2021,mu0006,3,178.74
ord1090,mu0030,1,104.12
ord377,mu0015,2,34.7
ord3403,mu0065,5,129.67
ord10,mu0065,1,198.11
ord1859,mu0019,1,95.47
ord1924,mu0004,4,34.55
ord1183,mu0063,1,38.51
ord715,mu0041,2,71.42
ord1169,mu0040,4,178.88
ord880,mu0074,5,152.38
ord1057,mu0040,4,47.92
ord665,mu0044,3,129.43
ord2916,mu0045,1,87.31
ord4015,mu0041,5,154.8
ord390,mu0001,4,127.51
ord3517,mu0002,4,149.54
ord781,mu0019,2,155.09
ord3437,mu0042,5,141.03
ord1841,mu0005,1,119.95
ord4050,mu0017,5,131.56
ord2297,mu0016,1,168.46
ord3105,mu0054,3,84.05
ord3632,mu0021,3,103.62
ord1674,mu0050,1,71.77
ord1698,mu0026,5,181.5
ord1423,mu0025,1,97.79
ord3245,mu0024,4,62.64
ord1478,mu0030,2,120.34
ord517,mu0037,1,57.55
ord12,mu0042,4,170.95
ord1238,mu0037,4,128.33
ord1978,mu0060,1,163.08
ord2592,mu0028,3,44
ord1802,mu0036,3,116.84
ord3247,mu0034,5,122.73
ord3037,mu0018,4,69.08
ord2821,mu0036,3,101.99
ord3135,mu0037,2,102.56
ord2652,mu0032,4,53.61
ord3168,mu0037,5,89.74
ord3538,mu0007,4,65.82
ord2625,mu0054,1,41.36
ord2780,mu0035,3,50.56
ord3611,mu0007,3,54.26
ord991,mu0060,5,35.16
ord1029,mu0054,1,141.81
ord1588,mu0012,1,91.18
ord201,mu0036,1,190.81
ord3166,mu0022,4,170.41
ord2320,mu0045,3,186.62
ord3941,mu0040,5,151.68
ord2025,mu0055,2,63.55
ord2606,mu0027,2,114.86
ord677,mu0075,3,186.23
ord2388,mu0050,3,66.9
ord4052,mu0042,4,164.09
ord1665,mu0069,3,115.62
ord3139,mu0033,2,128.37
ord3444,mu0012,5,176.57
ord3081,mu0073,1,163.85
ord1730,mu0067,2,119.5
ord2038,mu0057,5,165.93
ord2401,mu0041,5,119.3
ord3492,mu0065,4,153.4
ord3089,mu0005,5,43.24
ord3509,mu0010,2,140.73
ord3497,mu0047,5,22.67
ord2174,mu0067,3,66.13
ord3678,mu0055,1,184.99
ord3603,mu0017,2,141.56
ord4,mu0060,4,157.49
ord1997,mu0044,1,160.76
ord3797,mu0023,2,101.31
ord603,mu0061,5,199.03
ord2256,mu0006,3,80.65
ord2175,mu0043,4,102.12
ord1150,mu0069,1,69.77
ord4063,mu0003,5,41.72
ord2903,mu0047,5,106.69
ord2948,mu0033,1,105.12
ord574,mu0063,4,125.12
ord2015,mu0061,2,23.85
ord3581,mu0064,4,23.09
ord1684,mu0025,2,153.99
ord1106,mu0069,3,169.63
ord3988,mu0003,2,132.96
ord1628,mu0002,2,75.72
ord4005,mu0061,1,129.48
ord634,mu0043,2,107.26
ord1117,mu0010,3,106.67
ord293,mu0043,1,159.36
ord659,mu0028,5,65.62
ord1422,mu0033,5,66.56
ord1463,mu0039,4,103.95
ord573,mu0001,1,177.87
ord476,mu0039,2,195.7
ord3018,mu0031,5,152.26
ord1307,mu0011,1,151.29
ord3860,mu0027,4,193.03
ord4087,mu0055,3,57.48
ord2703,mu0045,1,22.47
ord3918,mu0037,4,135.4
ord3913,mu0029,1,119.42
ord2445,mu0001,2,78.78
ord1409,mu0073,2,92.8
ord3655,mu0061,3,98.57
ord2472,mu0061,3,145.86
ord2780,mu0062,1,121.71
ord644,mu0008,2,53.82
ord1691,mu0053,5,79.4
ord3747,mu0058,4,158.71
ord514,mu0048,1,182.67
ord2697,mu0001,3,86.06
ord2440,mu0044,1,72.89
ord3965,mu0019,2,147.17
ord1340,mu0005,4,167.82
ord3314,mu0072,3,176.04
ord2448,mu0048,3,152.6
ord875,mu0058,1,91.36
ord3292,mu0056,4,56.5
ord3219,mu0043,4,42.48
ord3707,mu0045,3,174.78
ord2566,mu0035,1,193.96
ord2066,mu0039,5,46.42
ord3343,mu0025,4,65.1
ord2893,mu0074,4,44.33
ord1160,mu0013,4,26.87
ord1355,mu0012,2,65.18
ord18,mu0038,1,91.37
ord727,mu0075,5,65.68
ord3222,mu0006,4,112.62
ord1463,mu0037,4,42.17
ord2862,mu0069,5,80.95
ord2277,mu0018,4,39.91
ord476,mu0037,2,70.55
ord418,mu0033,1,161.3
ord3520,mu0071,4,199.08
ord3480,mu0008,1,82.91
ord2696,mu0033,4,27.68
ord1855,mu0023,3,54.33
ord1438,mu0033,3,189.58
ord3349,mu0062,1,85.79
ord2751,mu0007,5,182.46
ord393,mu0044,3,47.75
ord2199,mu0027,1,31.14
ord424,mu0057,5,105.44
ord2358,mu0050,3,187.96
ord1245,mu0015,4,156.98
ord531,mu0070,2,55.99
ord2703,mu0052,4,86.77
ord1258,mu0018,4,196.24
ord2687,mu0045,3,122
ord4076,mu0049,4,100.98
ord1965,mu0032,5,98.2
ord852,mu0027,5,105.8
ord3524,mu0038,5,53.87
ord981,mu0023,4,103.91
ord268,mu0058,3,76.27
ord2034,mu0046,2,42.22
ord1157,mu0039,5,128.07
ord2212,mu0073,1,74.41
ord2470,mu0027,5,165.45
ord3201,mu0058,2,145.68
ord1377,mu0059,1,22.85
ord1428,mu0049,2,64.81
ord3049,mu0018,1,170.74
ord1369,mu0074,3,94.49
ord777,mu0014,3,122.61
ord3541,mu0072,2,76.36
ord3087,mu0037,4,134.71
ord723,mu0013,4,85.35
ord29,mu0055,3,129.69
ord894,mu0021,3,75.31
ord3684,mu0064,3,62.05
ord3707,mu0052,5,193.98
ord21,mu0075,4,175.06
ord2768,mu0070,3,57.53
ord368,mu0027,4,26.37
ord740,mu0005,5,29.98
ord1266,mu0013,5,183.93
ord2057,mu0047,5,27.53
ord1217,mu0046,1,77.26
ord986,mu0004,3,186.32
ord753,mu0072,5,121.99
ord2852,mu0042,3,129.57
ord2492,mu0005,2,121.18
ord682,mu0040,4,56.21
ord2106,mu0001,5,80.72
ord3819,mu0055,1,28.11
ord2458,mu0049,4,55.53
ord1965,mu0026,4,73.22
ord1220,mu0062,5,84.95
ord74,mu0066,5,119.29
ord450,mu0001,1,32.71
ord3814,mu0032,2,133.41
ord867,mu0041,4,145.18
ord286,mu0065,5,82.85
ord877,mu0046,3,135.88
ord3213,mu0038,1,191.25
ord475,mu0014,2,57.11
ord2226,mu0020,2,47.95
ord2608,mu0027,3,54.15
ord2566,mu0062,2,129.85
ord3591,mu0024,1,112.86
ord2969,mu0061,1,141.39
ord3841,mu0013,3,76.51
ord2218,mu0028,2,21.16
ord1937,mu0012,1,75.62
ord2356,mu0024,3,183.78
ord3054,mu0009,1,84.15
ord3468,mu0026,4,70.25
ord2276,mu0068,3,108.01
ord798,mu0047,3,24.87
ord2305,mu0026,5,37.7
ord3139,mu0067,1,167.93
ord1651,mu0065,2,193.1
ord137,mu0070,3,183.97
ord2805,mu0049,5,111.39
ord1667,mu0011,5,151.18
ord2614,mu0024,3,175.81
ord2915,mu0002,4,47.69
ord1936,mu0012,1,99.39
ord1903,mu0074,3,149.24
ord2411,mu0023,5,162.38
ord358,mu0040,1,51.84
ord2100,mu0001,5,139.48
ord1230,mu0020,5,133.3
ord3568,mu0034,4,70.58
ord3523,mu0051,5,166.25
ord2342,mu0056,3,135.4
ord187,mu0027,1,117.09
ord447,mu0002,2,57.34
ord445,mu0016,4,176.01
ord2612,mu0032,1,175.8
ord625,mu0074,3,64.58
ord573,mu0036,2,67.23
ord3492,mu0066,3,24.31
ord3047,mu0006,2,40.8
ord1618,mu0034,4,148.13
ord24,mu0017,5,188.66
ord2436,mu0019,5,80.59
ord3261,mu0075,5,77.37
ord285,mu0016,5,149.12
ord2445,mu0036,4,128.49
ord1098,mu0069,1,166.89
ord911,mu0046,4,122.42
ord2586,mu0043,4,122.91
ord2075,mu0039,5,118.15
ord3172,mu0002,1,152.84
ord217,mu0041,4,102.22
ord2016,mu0019,3,120.02
ord1196,mu0014,4,116.12
ord2839,mu0043,1,153.81
ord305,mu0029,4,120.87
ord1958,mu0026,3,124.17
ord3887,mu0005,5,104.93
ord3223,mu0074,4,122.81
ord3461,mu0065,3,75.56
ord456,mu0054,1,130.32
ord435,mu0041,4,176.5
ord499,mu0033,2,155.45
ord3190,mu0029,3,66.06
ord3228,mu0058,4,51.64
ord1955,mu0019,4,105.48
ord3257,mu0063,2,92.7
ord3516,mu0060,3,74.81
ord1548,mu0021,3,84.52
ord692,mu0052,1,174.62
ord609,mu0012,3,160.58
ord3824,mu0035,3,97.62
ord1800,mu0069,5,130.84
ord431,mu0006,5,49.51
ord1421,mu0044,3,48.9
ord1229,mu0017,5,189.99
ord436,mu0031,5,24.76
ord111,mu0017,5,140.6
ord3916,mu0022,2,187.7
ord480,mu0034,5,143.25
ord958,mu0005,5,27.54
ord3782,mu0075,5,109.8
ord1524,mu0006,3,90.69
ord1826,mu0022,2,77.14
ord2075,mu0037,4,145.27
ord1788,mu0069,5,139.99
ord470,mu0043,2,109.06
ord819,mu0019,1,121.32
ord2533,mu0011,5,104.53
ord1104,mu0059,4,186.77
ord329,mu0030,2,34.93
ord418,mu0067,5,85.09
ord1228,mu0019,1,29.17
ord3953,mu0008,2,82.77
ord1438,mu0067,2,92.81
ord1293,mu0024,1,55.97
ord1261,mu0008,3,34.97
ord425,mu0030,2,40.55
ord1131,mu0031,3,53.06
ord992,mu0033,1,96.37
ord2300,mu0015,3,152.41
ord2648,mu0015,4,94.12
ord587,mu0005,2,172.96
ord839,mu0064,2,63.83
ord3070,mu0027,5,79.38
ord2259,mu0074,4,70.47
ord2364,mu0058,1,165.15
ord1339,mu0004,5,103.71
ord1994,mu0072,1,174.21
ord3724,mu0006,4,81.45
ord884,mu0005,1,105.39
ord327,mu0072,5,160.24
ord1980,mu0025,3,52.87
ord468,mu0027,5,170.59
ord1478,mu0024,5,59.98
ord668,mu0040,2,144.75
ord3215,mu0015,4,35.06
ord2137,mu0013,2,96.17
ord916,mu0012,4,76.91
ord1529,mu0020,5,175.77
ord2106,mu0036,5,192.24
ord1867,mu0058,3,135.65
ord1688,mu0039,1,56.72
ord3187,mu0032,5,137.06
ord3744,mu0074,2,137.57
ord450,mu0036,1,174.15
ord2255,mu0071,4,69.37
ord1120,mu0056,5,60.96
ord613,mu0054,4,80.25
ord3467,mu0040,4,94.33
ord1409,mu0014,3,137.05
ord2375,mu0040,1,146.46
ord704,mu0044,1,36.04
ord3882,mu0056,1,49.98
ord1939,mu0015,4,81.55
ord810,mu0049,4,91.04
ord1950,mu0006,1,187.54
ord619,mu0028,2,194.29
ord1634,mu0030,5,108.88
ord1791,mu0039,4,197.44
ord2311,mu0006,5,188.57
ord1865,mu0024,4,66.75
ord575,mu0041,2,49.7
ord3394,mu0055,4,165.27
ord1034,mu0056,4,107.24
ord1167,mu0013,1,119.43
ord1926,mu0012,5,92.4
ord1243,mu0044,2,28.75
ord1474,mu0039,2,186.6
ord351,mu0002,3,64.92
ord809,mu0017,3,30.85
ord3646,mu0073,1,40.92
ord2029,mu0006,5,42.81
ord2637,mu0003,1,131.95
ord1849,mu0070,5,95.37
ord3056,mu0028,1,74.5
ord1656,mu0019,5,107.99
ord1799,mu0011,1,148.31
ord36,mu0023,2,129.21
ord3187,mu0026,5,170.04
ord1696,mu0031,5,181.99
ord3879,mu0028,4,188.69
ord2552,mu0063,2,112.75
ord653,mu0032,5,151.78
ord2450,mu0072,5,198.59
ord887,mu0006,2,109.64
ord3035,mu0027,2,38.38
ord1669,mu0020,5,46.7
ord577,mu0003,2,184.54
ord1424,mu0050,1,133.95
ord2288,mu0059,3,58.4
ord2922,mu0024,2,56.55
ord880,mu0034,3,181.88
ord3697,mu0070,5,33.77
ord1314,mu0048,2,55.12
ord2046,mu0018,5,33.3
ord3032,mu0027,4,110.43
ord2517,mu0066,1,27.59
ord1052,mu0057,5,177.54
ord407,mu0069,5,123.73
ord3855,mu0047,4,174.99
ord2356,mu0056,2,180.84
ord977,mu0066,1,88.88
ord3458,mu0033,1,75.78
ord2384,mu0038,5,158.41
ord1418,mu0070,5,99.41
ord1474,mu0037,2,146.51
ord2791,mu0005,1,86.33
ord3435,mu0012,3,58.33
ord3004,mu0048,2,104.33
ord3196,mu0069,4,82.21
ord218,mu0039,5,73.65
ord3775,mu0008,4,183.88
ord2280,mu0009,4,74.1
ord957,mu0070,2,98.95
ord726,mu0071,1,189.89
ord2156,mu0047,5,21.69
ord2929,mu0016,1,112.73
ord954,mu0075,2,70.98
ord2909,mu0023,3,32.63
ord1467,mu0027,2,23.02
ord2040,mu0025,5,188.97
ord2726,mu0003,3,49.58
ord1999,mu0029,5,76.65
ord2964,mu0035,3,31.13
ord1133,mu0023,5,105.05
ord1140,mu0017,3,87.55
ord1967,mu0001,3,44
ord2807,mu0040,2,132.97
ord653,mu0026,1,31.7
ord86,mu0052,2,70.29
ord683,mu0004,4,23.05
ord3717,mu0008,2,121.91
ord2016,mu0054,1,97.33
ord1202,mu0035,3,52.45
ord418,mu0018,5,181.85
ord598,mu0022,4,162.54
ord186,mu0014,1,100.55
ord1825,mu0051,2,141.19
ord3573,mu0027,4,187.72
ord3954,mu0021,2,33.72
ord2855,mu0058,1,190.75
ord3304,mu0060,4,98.91
ord1351,mu0070,5,164.69
ord644,mu0060,3,155.75
ord2382,mu0020,1,128.59
ord3971,mu0026,4,147.66
ord1232,mu0015,5,33.72
ord223,mu0017,2,148.22
ord2575,mu0016,1,94.44
ord1777,mu0053,2,119.69
ord702,mu0042,4,160.43
ord156,mu0015,3,192.82
ord2888,mu0025,5,26.98
ord3956,mu0045,4,97.65
ord3774,mu0054,3,41.95
ord499,mu0067,2,47.74
ord3730,mu0046,1,86.09
ord1048,mu0041,4,51.44
ord568,mu0046,2,120.69
ord1525,mu0055,3,50.92
ord631,mu0037,1,51.45
ord3689,mu0055,2,20.4
ord2489,mu0033,1,43.47
ord2067,mu0036,1,142.27
ord3752,mu0055,3,143.93
ord174,mu0048,5,23.71
ord994,mu0034,3,151.83
ord337,mu0038,3,157.36
ord2234,mu0032,4,58.12
