payment_id,payment_method,paid_at,amount,payment_status,order_id
P13632,QR Payment,2026-03-20 08:24:00,0,Failed,ord13632
P13633,QR Payment,2026-03-20 08:26:00,461.29,Paid,ord13633
P13634,Credit Card,2026-03-20 08:28:00,0,Failed,ord13634
P13635,QR Payment,2026-03-20 08:30:00,197.46,Paid,ord13635
P13636,Cash,2026-03-24 11:30:56,141.19,Pending,ord13636
P13637,QR Payment,2026-03-20 08:34:00,0,Failed,ord13637
P13638,Cash,2026-03-20 08:36:00,331.45,Paid,ord13638
P13639,Credit Card,2026-03-20 08:38:00,236,Paid,ord13639
P13640,QR Payment,2026-03-20 08:40:00,330.72,Paid,ord13640
P13641,QR Payment,2026-03-20 08:42:00,514.94,Paid,ord13641
P13642,QR Payment,2026-03-20 08:44:00,40.43,Paid,ord13642
P13643,Cash,2026-03-24 11:30:56,330.7,Pending,ord13643
P13644,Cash,2026-03-20 08:48:00,0,Failed,ord13644
P13645,QR Payment,2026-03-20 08:50:00,0,Paid,ord13645
P13646,Cash,2026-03-24 11:30:56,0,Pending,ord13646
P13647,QR Payment,2026-03-20 08:54:00,265.26,Paid,ord13647
P13648,QR Payment,2026-03-20 08:56:00,425.65,Paid,ord13648
P13649,Credit Card,2026-03-20 08:58:00,161.67,Paid,ord13649
P13650,Credit Card,2026-03-20 09:00:00,0,Failed,ord13650
P13651,QR Payment,2026-03-20 09:02:00,502.9,Paid,ord13651
P13652,Credit Card,2026-03-20 09:04:00,0,Paid,ord13652
P13653,Credit Card,2026-03-20 09:06:00,173.6,Paid,ord13653
P13654,QR Payment,2026-03-20 09:08:00,229.99,Paid,ord13654
P13655,QR Payment,2026-03-20 09:10:00,439.5,Paid,ord13655
P13656,Credit Card,2026-03-20 09:12:00,364.35,Paid,ord13656
P13657,QR Payment,2026-03-20 09:14:00,0,Failed,ord13657
P13658,Credit Card,2026-03-20 09:16:00,156.12,Paid,ord13658
P13659,Credit Card,2026-03-20 09:18:00,259.96,Paid,ord13659
P13660,QR Payment,2026-03-20 09:20:00,293.91,Paid,ord13660
P13661,QR Payment,2026-03-24 11:30:56,207.51,Pending,ord13661
P13662,Credit Card,2026-03-20 09:24:00,177.09,Paid,ord13662
P13663,QR Payment,2026-03-20 09:26:00,476.22,Paid,ord13663
P13664,Credit Card,2026-03-20 09:28:00,139.69,Paid,ord13664
P13665,Credit Card,2026-03-20 09:30:00,450.28,Paid,ord13665
P13666,Credit Card,2026-03-20 09:32:00,322.14,Paid,ord13666
P13667,Credit Card,2026-03-24 11:30:56,0,Pending,ord13667
P13668,QR Payment,2026-03-20 09:36:00,0,Paid,ord13668
P13669,QR Payment,2026-03-20 09:38:00,208.32,Paid,ord13669
P13670,QR Payment,2026-03-20 09:40:00,518.6,Paid,ord13670
P13671,Credit Card,2026-03-20 09:42:00,329.69,Paid,ord13671
P13672,Credit Card,2026-03-20 09:44:00,325.83,Paid,ord13672
P13673,Credit Card,2026-03-20 09:46:00,232.78,Paid,ord13673
P13674,QR Payment,2026-03-20 09:48:00,397.39,Paid,ord13674
P13675,Cash,2026-03-20 09:50:00,82.61,Paid,ord13675
P13676,Credit Card,2026-03-20 09:52:00,53.57,Paid,ord13676
P13677,Credit Card,2026-03-20 09:54:00,51.98,Paid,ord13677
P13678,QR Payment,2026-03-20 09:56:00,338.42,Paid,ord13678
P13679,Cash,2026-03-24 11:30:56,0,Pending,ord13679
P13680,Credit Card,2026-03-20 10:00:00,354.37,Paid,ord13680
P13681,Credit Card,2026-03-24 11:30:56,357.65,Pending,ord13681
P13682,Credit Card,2026-03-20 10:04:00,88.85,Paid,ord13682
P13683,Credit Card,2026-03-20 10:06:00,0,Failed,ord13683
P13684,QR Payment,2026-03-20 10:08:00,484.25,Paid,ord13684
P13685,Credit Card,2026-03-20 10:10:00,109.24,Paid,ord13685
P13686,Cash,2026-03-20 10:12:00,365.9,Paid,ord13686
P13687,QR Payment,2026-03-20 10:14:00,320.3,Paid,ord13687
P13688,Cash,2026-03-24 11:30:56,0,Pending,ord13688
P13689,QR Payment,2026-03-20 10:18:00,0,Paid,ord13689
P13690,QR Payment,2026-03-24 11:30:56,404.72,Pending,ord13690
P13691,Cash,2026-03-24 11:30:56,251.74,Pending,ord13691
P13692,QR Payment,2026-03-20 10:24:00,0,Failed,ord13692
P13693,QR Payment,2026-03-20 10:26:00,483.48,Paid,ord13693
P13694,Cash,2026-03-24 11:30:56,245.62,Pending,ord13694
P13695,Cash,2026-03-20 10:30:00,117.27,Paid,ord13695
P13696,Cash,2026-03-20 10:32:00,66.88,Paid,ord13696
P13697,QR Payment,2026-03-20 10:34:00,0,Failed,ord13697
P13698,Cash,2026-03-20 10:36:00,0,Paid,ord13698
P13699,Cash,2026-03-20 10:38:00,278.68,Paid,ord13699
P13700,Cash,2026-03-20 10:40:00,188.63,Paid,ord13700
P13701,Cash,2026-03-20 10:42:00,40.81,Paid,ord13701
P13702,Cash,2026-03-20 10:44:00,387.2,Paid,ord13702
P13703,Cash,2026-03-20 10:46:00,133.46,Paid,ord13703
P13704,QR Payment,2026-03-20 10:48:00,286.86,Paid,ord13704
P13705,Cash,2026-03-20 10:50:00,0,Paid,ord13705
P13706,Credit Card,2026-03-20 10:52:00,0,Failed,ord13706
P13707,Cash,2026-03-20 10:54:00,139.16,Paid,ord13707
P13708,Cash,2026-03-20 10:56:00,293.22,Paid,ord13708
P13709,Cash,2026-03-24 11:30:56,111.35,Pending,ord13709
P13710,QR Payment,2026-03-20 11:00:00,405.58,Paid,ord13710
P13711,Credit Card,2026-03-20 11:02:00,195.02,Paid,ord13711
P13712,Credit Card,2026-03-20 11:04:00,157.75,Paid,ord13712
P13713,Cash,2026-03-20 11:06:00,225.74,Paid,ord13713
P13714,Cash,2026-03-20 11:08:00,370.93,Paid,ord13714
P13715,Cash,2026-03-24 11:30:56,528.79,Pending,ord13715
P13716,QR Payment,2026-03-20 11:12:00,183.28,Paid,ord13716
P13717,QR Payment,2026-03-24 11:30:56,361.82,Pending,ord13717
P13718,Cash,2026-03-24 11:30:56,515.35,Pending,ord13718
P13719,Cash,2026-03-20 11:18:00,92.59,Paid,ord13719
P13720,QR Payment,2026-03-20 11:20:00,58.54,Paid,ord13720
P13721,QR Payment,2026-03-20 11:22:00,0,Failed,ord13721
P13722,Cash,2026-03-24 11:30:56,507.94,Pending,ord13722
P13723,Credit Card,2026-03-20 11:26:00,189.75,Paid,ord13723
P13724,Cash,2026-03-20 11:28:00,447.39,Paid,ord13724
P13725,QR Payment,2026-03-20 11:30:00,187.45,Paid,ord13725
P13726,Cash,2026-03-20 11:32:00,0,Failed,ord13726
P13727,QR Payment,2026-03-20 11:34:00,464.6,Paid,ord13727
P13728,QR Payment,2026-03-20 11:36:00,307.75,Paid,ord13728
P13729,Credit Card,2026-03-20 11:38:00,436.31,Paid,ord13729
P13730,QR Payment,2026-03-24 11:30:56,348.92,Pending,ord13730
P13731,QR Payment,2026-03-20 11:42:00,55.8,Paid,ord13731
P13732,Cash,2026-03-24 11:30:56,217.27,Pending,ord13732
P13733,QR Payment,2026-03-20 11:46:00,0,Paid,ord13733
P13734,Credit Card,2026-03-20 11:48:00,290.77,Paid,ord13734
P13735,QR Payment,2026-03-20 11:50:00,116.46,Paid,ord13735
P13736,QR Payment,2026-03-20 11:52:00,252.14,Paid,ord13736
P13737,QR Payment,2026-03-24 11:30:56,265.97,Pending,ord13737
P13738,Cash,2026-03-20 11:56:00,91.19,Paid,ord13738
P13739,Credit Card,2026-03-20 11:58:00,414.06,Paid,ord13739
P13740,Credit Card,2026-03-24 11:30:56,71.32,Pending,ord13740
P13741,Cash,2026-03-20 12:02:00,303.58,Paid,ord13741
P13742,Credit Card,2026-03-24 11:30:56,497.99,Pending,ord13742
P13743,Credit Card,2026-03-20 12:06:00,432.35,Paid,ord13743
P13744,Cash,2026-03-20 12:08:00,159.29,Paid,ord13744
P13745,Credit Card,2026-03-20 12:10:00,0,Paid,ord13745
P13746,QR Payment,2026-03-24 11:30:56,273.92,Pending,ord13746
P13747,QR Payment,2026-03-24 11:30:56,179.31,Pending,ord13747
P13748,Cash,2026-03-20 12:16:00,47.76,Paid,ord13748
P13749,Cash,2026-03-20 12:18:00,517.3,Paid,ord13749
P13750,Cash,2026-03-20 12:20:00,261.44,Paid,ord13750
P13751,Credit Card,2026-03-20 12:22:00,251.51,Paid,ord13751
P13752,Credit Card,2026-03-24 11:30:56,206.79,Pending,ord13752
P13753,Cash,2026-03-20 12:26:00,250.91,Paid,ord13753
P13754,QR Payment,2026-03-20 12:28:00,161.63,Paid,ord13754
P13755,QR Payment,2026-03-20 12:30:00,452.57,Paid,ord13755
P13756,QR Payment,2026-03-20 12:32:00,88.95,Paid,ord13756
P13757,Cash,2026-03-20 12:34:00,319.75,Paid,ord13757
P13758,QR Payment,2026-03-20 12:36:00,90.24,Paid,ord13758
P13759,Credit Card,2026-03-20 12:38:00,470.03,Paid,ord13759
P13760,QR Payment,2026-03-20 12:40:00,250.36,Paid,ord13760
P13761,Credit Card,2026-03-20 12:42:00,0,Paid,ord13761
P13762,Credit Card,2026-03-20 12:44:00,425.59,Paid,ord13762
P13763,Credit Card,2026-03-20 12:46:00,447.57,Paid,ord13763
P13764,Credit Card,2026-03-24 11:30:56,54.95,Pending,ord13764
P13765,Credit Card,2026-03-20 12:50:00,0,Failed,ord13765
P13766,Credit Card,2026-03-20 12:52:00,167.56,Paid,ord13766
P13767,Credit Card,2026-03-20 12:54:00,213.89,Paid,ord13767
P13768,Credit Card,2026-03-20 12:56:00,111.2,Paid,ord13768
P13769,QR Payment,2026-03-20 12:58:00,219.24,Paid,ord13769
P13770,QR Payment,2026-03-20 13:00:00,75.18,Paid,ord13770
P13771,Credit Card,2026-03-20 13:02:00,375.74,Paid,ord13771
P13772,QR Payment,2026-03-20 13:04:00,119.97,Paid,ord13772
P13773,QR Payment,2026-03-20 13:06:00,479.06,Paid,ord13773
P13774,QR Payment,2026-03-20 13:08:00,0,Failed,ord13774
P13775,QR Payment,2026-03-20 13:10:00,0,Failed,ord13775
P13776,Cash,2026-03-24 11:30:56,499.43,Pending,ord13776
P13777,Cash,2026-03-20 13:14:00,357.19,Paid,ord13777
P13778,Cash,2026-03-20 13:16:00,476.12,Paid,ord13778
P13779,QR Payment,2026-03-20 13:18:00,439.05,Paid,ord13779
P13780,Cash,2026-03-20 13:20:00,99.89,Paid,ord13780
P13781,Credit Card,2026-03-20 13:22:00,0,Failed,ord13781
P13782,Cash,2026-03-24 11:30:56,130.52,Pending,ord13782
P13783,QR Payment,2026-03-20 13:26:00,491.74,Paid,ord13783
P13784,QR Payment,2026-03-20 13:28:00,323.06,Paid,ord13784
P13785,QR Payment,2026-03-20 13:30:00,238.88,Paid,ord13785
P13786,QR Payment,2026-03-20 13:32:00,448.9,Paid,ord13786
P13787,Credit Card,2026-03-24 11:30:56,145.64,Pending,ord13787
P13788,Credit Card,2026-03-20 13:36:00,332.07,Paid,ord13788
P13789,Cash,2026-03-20 13:38:00,299.41,Paid,ord13789
P13790,Cash,2026-03-20 13:40:00,0,Failed,ord13790
P13791,QR Payment,2026-03-24 11:30:56,412.6,Pending,ord13791
P13792,Cash,2026-03-20 13:44:00,353.63,Paid,ord13792
P13793,Cash,2026-03-20 13:46:00,0,Failed,ord13793
P13794,Credit Card,2026-03-20 13:48:00,283.3,Paid,ord13794
P13795,Cash,2026-03-20 13:50:00,0,Paid,ord13795
P13796,Cash,2026-03-20 13:52:00,0,Paid,ord13796
P13797,Cash,2026-03-20 13:54:00,308.09,Paid,ord13797
P13798,Cash,2026-03-24 11:30:56,0,Pending,ord13798
P13799,Cash,2026-03-20 13:58:00,379.33,Paid,ord13799
P13800,Credit Card,2026-03-20 14:00:00,0,Paid,ord13800
P13801,Cash,2026-03-20 14:02:00,384.06,Paid,ord13801
P13802,Cash,2026-03-24 11:30:56,106.84,Pending,ord13802
P13803,Credit Card,2026-03-20 14:06:00,0,Failed,ord13803
P13804,Credit Card,2026-03-20 14:08:00,84.66,Paid,ord13804
P13805,QR Payment,2026-03-24 11:30:56,129.76,Pending,ord13805
P13806,QR Payment,2026-03-20 14:12:00,139.42,Paid,ord13806
P13807,Cash,2026-03-20 14:14:00,119.17,Paid,ord13807
P13808,Cash,2026-03-20 14:16:00,478.01,Paid,ord13808
P13809,Cash,2026-03-20 14:18:00,495.28,Paid,ord13809
P13810,Credit Card,2026-03-20 14:20:00,524.91,Paid,ord13810
P13811,Credit Card,2026-03-20 14:22:00,0,Failed,ord13811
P13812,QR Payment,2026-03-24 11:30:56,84.34,Pending,ord13812
P13813,QR Payment,2026-03-20 14:26:00,188.92,Paid,ord13813
P13814,Credit Card,2026-03-20 14:28:00,51.15,Paid,ord13814
P13815,Credit Card,2026-03-20 14:30:00,0,Failed,ord13815
P13816,QR Payment,2026-03-20 14:32:00,0,Failed,ord13816
P13817,QR Payment,2026-03-20 14:34:00,331.01,Paid,ord13817
P13818,Cash,2026-03-20 14:36:00,71.93,Paid,ord13818
P13819,Credit Card,2026-03-20 14:38:00,509.45,Paid,ord13819
P13820,Credit Card,2026-03-20 14:40:00,317.3,Paid,ord13820
P13821,Credit Card,2026-03-24 11:30:56,321.82,Pending,ord13821
P13822,QR Payment,2026-03-20 14:44:00,190.09,Paid,ord13822
P13823,Cash,2026-03-20 14:46:00,165.64,Paid,ord13823
P13824,QR Payment,2026-03-20 14:48:00,0,Paid,ord13824
P13825,Credit Card,2026-03-20 14:50:00,412.08,Paid,ord13825
P13826,Credit Card,2026-03-20 14:52:00,40.39,Paid,ord13826
P13827,QR Payment,2026-03-24 11:30:56,334.6,Pending,ord13827
P13828,Credit Card,2026-03-24 11:30:56,291.99,Pending,ord13828
P13829,Credit Card,2026-03-20 14:58:00,355.1,Paid,ord13829
P13830,Credit Card,2026-03-20 15:00:00,66.79,Paid,ord13830
P13831,QR Payment,2026-03-20 15:02:00,126.71,Paid,ord13831
P13832,Credit Card,2026-03-20 15:04:00,263.35,Paid,ord13832
P13833,Cash,2026-03-20 15:06:00,0,Failed,ord13833
P13834,QR Payment,2026-03-20 15:08:00,443.04,Paid,ord13834
P13835,QR Payment,2026-03-24 11:30:56,43.76,Pending,ord13835
P13836,QR Payment,2026-03-20 15:12:00,245.95,Paid,ord13836
P13837,Cash,2026-03-20 15:14:00,240.77,Paid,ord13837
P13838,Credit Card,2026-03-24 11:30:56,503.82,Pending,ord13838
P13839,Credit Card,2026-03-20 15:18:00,54.67,Paid,ord13839
P13840,Cash,2026-03-20 15:20:00,0,Failed,ord13840
P13841,Cash,2026-03-20 15:22:00,123.56,Paid,ord13841
P13842,Cash,2026-03-20 15:24:00,413.76,Paid,ord13842
P13843,Credit Card,2026-03-20 15:26:00,0,Failed,ord13843
P13844,Credit Card,2026-03-20 15:28:00,282.55,Paid,ord13844
P13845,Cash,2026-03-20 15:30:00,519.33,Paid,ord13845
P13846,QR Payment,2026-03-20 15:32:00,0,Paid,ord13846
P13847,Credit Card,2026-03-20 15:34:00,232.94,Paid,ord13847
P13848,QR Payment,2026-03-24 11:30:56,313.54,Pending,ord13848
P13849,Credit Card,2026-03-24 11:30:56,481.74,Pending,ord13849
P13850,Credit Card,2026-03-20 15:40:00,0,Failed,ord13850
P13851,QR Payment,2026-03-20 15:42:00,213.98,Paid,ord13851
P13852,Cash,2026-03-20 15:44:00,66.64,Paid,ord13852
P13853,Cash,2026-03-20 15:46:00,55.22,Paid,ord13853
P13854,QR Payment,2026-03-20 15:48:00,401.36,Paid,ord13854
P13855,Credit Card,2026-03-20 15:50:00,288.03,Paid,ord13855
P13856,QR Payment,2026-03-20 15:52:00,0,Failed,ord13856
P13857,QR Payment,2026-03-24 11:30:56,150.45,Pending,ord13857
P13858,Credit Card,2026-03-20 15:56:00,450.67,Paid,ord13858
P13859,Cash,2026-03-20 15:58:00,118.12,Paid,ord13859
P13860,QR Payment,2026-03-20 16:00:00,195.93,Paid,ord13860
P13861,Cash,2026-03-20 16:02:00,0,Failed,ord13861
P13862,QR Payment,2026-03-20 16:04:00,498.02,Paid,ord13862
P13863,Cash,2026-03-20 16:06:00,0,Paid,ord13863
P13864,Cash,2026-03-20 16:08:00,81.37,Paid,ord13864
P13865,Cash,2026-03-20 16:10:00,0,Failed,ord13865
P13866,Credit Card,2026-03-20 16:12:00,433.33,Paid,ord13866
P13867,Cash,2026-03-20 16:14:00,502.23,Paid,ord13867
P13868,Credit Card,2026-03-20 16:16:00,444.51,Paid,ord13868
P13869,QR Payment,2026-03-20 16:18:00,113.23,Paid,ord13869
P13870,Credit Card,2026-03-20 16:20:00,59,Paid,ord13870
P13871,QR Payment,2026-03-20 16:22:00,361.19,Paid,ord13871
P13872,Credit Card,2026-03-20 16:24:00,391.93,Paid,ord13872
P13873,Credit Card,2026-03-24 11:30:56,60.41,Pending,ord13873
P13874,Cash,2026-03-20 16:28:00,373.66,Paid,ord13874
P13875,QR Payment,2026-03-20 16:30:00,362.82,Paid,ord13875
P13876,QR Payment,2026-03-24 11:30:56,268.43,Pending,ord13876
P13877,Credit Card,2026-03-24 11:30:56,294.76,Pending,ord13877
P13878,Cash,2026-03-20 16:36:00,189.83,Paid,ord13878
P13879,Credit Card,2026-03-20 16:38:00,325.62,Paid,ord13879
P13880,QR Payment,2026-03-20 16:40:00,309.58,Paid,ord13880
P13881,Cash,2026-03-24 11:30:56,310.87,Pending,ord13881
P13882,Cash,2026-03-20 16:44:00,520.56,Paid,ord13882
P13883,QR Payment,2026-03-20 16:46:00,132.86,Paid,ord13883
P13884,QR Payment,2026-03-20 16:48:00,266.23,Paid,ord13884
P13885,QR Payment,2026-03-20 16:50:00,0,Paid,ord13885
P13886,Credit Card,2026-03-20 16:52:00,446.2,Paid,ord13886
P13887,Credit Card,2026-03-20 16:54:00,0,Failed,ord13887
P13888,Credit Card,2026-03-24 11:30:56,191.38,Pending,ord13888
P13889,Cash,2026-03-24 11:30:56,276.97,Pending,ord13889
P13890,Credit Card,2026-03-20 17:00:00,0,Paid,ord13890
P13891,Credit Card,2026-03-20 17:02:00,131.96,Paid,ord13891
P13892,Cash,2026-03-20 17:04:00,0,Paid,ord13892
P13893,Credit Card,2026-03-20 17:06:00,465.19,Paid,ord13893
P13894,Cash,2026-03-20 17:08:00,56.19,Paid,ord13894
P13895,QR Payment,2026-03-20 17:10:00,425.86,Paid,ord13895
P13896,Credit Card,2026-03-20 17:12:00,0,Failed,ord13896
P13897,Credit Card,2026-03-20 17:14:00,200.91,Paid,ord13897
P13898,Credit Card,2026-03-24 11:30:56,409.89,Pending,ord13898
P13899,QR Payment,2026-03-24 11:30:56,149.03,Pending,ord13899
P13900,Cash,2026-03-24 11:30:56,504.1,Pending,ord13900
P13901,Cash,2026-03-20 17:22:00,360.23,Paid,ord13901
P13902,QR Payment,2026-03-24 11:30:56,184.55,Pending,ord13902
P13903,Credit Card,2026-03-20 17:26:00,482.84,Paid,ord13903
P13904,Credit Card,2026-03-20 17:28:00,81.04,Paid,ord13904
P13905,QR Payment,2026-03-20 17:30:00,288.65,Paid,ord13905
P13906,Cash,2026-03-20 17:32:00,76.3,Paid,ord13906
P13907,QR Payment,2026-03-20 17:34:00,0,Paid,ord13907
P13908,QR Payment,2026-03-24 11:30:56,0,Pending,ord13908
P13909,Cash,2026-03-20 17:38:00,234.59,Paid,ord13909
P13910,Credit Card,2026-03-20 17:40:00,291.66,Paid,ord13910
P13911,Credit Card,2026-03-20 17:42:00,0,Paid,ord13911
P13912,QR Payment,2026-03-20 17:44:00,346.31,Paid,ord13912
P13913,Cash,2026-03-20 17:46:00,111.79,Paid,ord13913
P13914,Credit Card,2026-03-20 17:48:00,0,Paid,ord13914
P13915,Credit Card,2026-03-20 17:50:00,480.5,Paid,ord13915
P13916,QR Payment,2026-03-20 17:52:00,0,Failed,ord13916
P13917,QR Payment,2026-03-20 17:54:00,303.54,Paid,ord13917
P13918,QR Payment,2026-03-20 17:56:00,0,Failed,ord13918
P13919,Cash,2026-03-20 17:58:00,502.01,Paid,ord13919
P13920,Cash,2026-03-20 18:00:00,470.76,Paid,ord13920
P13921,Cash,2026-03-20 18:02:00,0,Paid,ord13921
P13922,Credit Card,2026-03-20 18:04:00,443.87,Paid,ord13922
P13923,Credit Card,2026-03-20 18:06:00,444.13,Paid,ord13923
P13924,Credit Card,2026-03-20 18:08:00,294.84,Paid,ord13924
P13925,Cash,2026-03-20 18:10:00,0,Paid,ord13925
P13926,Cash,2026-03-20 18:12:00,0,Failed,ord13926
P13927,QR Payment,2026-03-24 11:30:56,86.36,Pending,ord13927
P13928,Credit Card,2026-03-20 18:16:00,490.24,Paid,ord13928
P13929,QR Payment,2026-03-20 18:18:00,0,Failed,ord13929
P13930,QR Payment,2026-03-20 18:20:00,66.75,Paid,ord13930
P13931,Credit Card,2026-03-20 18:22:00,143.08,Paid,ord13931
P13932,Cash,2026-03-20 18:24:00,58.34,Paid,ord13932
P13933,Cash,2026-03-20 18:26:00,147.34,Paid,ord13933
P13934,Cash,2026-03-20 18:28:00,357.3,Paid,ord13934
P13935,Cash,2026-03-20 18:30:00,0,Failed,ord13935
P13936,Cash,2026-03-20 18:32:00,346.94,Paid,ord13936
P13937,Cash,2026-03-20 18:34:00,435.83,Paid,ord13937
P13938,Cash,2026-03-20 18:36:00,0,Paid,ord13938
P13939,Cash,2026-03-24 11:30:56,366.9,Pending,ord13939
P13940,Cash,2026-03-20 18:40:00,0,Failed,ord13940
P13941,Credit Card,2026-03-20 18:42:00,480.04,Paid,ord13941
P13942,Credit Card,2026-03-20 18:44:00,369.1,Paid,ord13942
P13943,QR Payment,2026-03-20 18:46:00,305.64,Paid,ord13943
P13944,Cash,2026-03-24 11:30:56,119.66,Pending,ord13944
P13945,Credit Card,2026-03-20 18:50:00,53.41,Paid,ord13945
P13946,Cash,2026-03-20 18:52:00,131.42,Paid,ord13946
P13947,QR Payment,2026-03-20 18:54:00,369.6,Paid,ord13947
P13948,Credit Card,2026-03-20 18:56:00,305.91,Paid,ord13948
P13949,Cash,2026-03-20 18:58:00,507.07,Paid,ord13949
P13950,Credit Card,2026-03-20 19:00:00,219.43,Paid,ord13950
P13951,Credit Card,2026-03-24 11:30:56,294.63,Pending,ord13951
P13952,Cash,2026-03-20 19:04:00,389.33,Paid,ord13952
P13953,Credit Card,2026-03-24 11:30:56,0,Pending,ord13953
P13954,Credit Card,2026-03-20 19:08:00,172.9,Paid,ord13954
P13955,Cash,2026-03-24 11:30:56,369.35,Pending,ord13955
P13956,Cash,2026-03-20 19:12:00,0,Failed,ord13956
P13957,QR Payment,2026-03-20 19:14:00,0,Paid,ord13957
P13958,Credit Card,2026-03-20 19:16:00,0,Failed,ord13958
P13959,QR Payment,2026-03-20 19:18:00,267.93,Paid,ord13959
P13960,QR Payment,2026-03-20 19:20:00,216.45,Paid,ord13960
P13961,Cash,2026-03-20 19:22:00,243.33,Paid,ord13961
P13962,Cash,2026-03-24 11:30:56,91.32,Pending,ord13962
P13963,QR Payment,2026-03-24 11:30:56,521.97,Pending,ord13963
P13964,QR Payment,2026-03-20 19:28:00,511.74,Paid,ord13964
P13965,Cash,2026-03-20 19:30:00,514.52,Paid,ord13965
P13966,Credit Card,2026-03-20 19:32:00,110.51,Paid,ord13966
P13967,QR Payment,2026-03-20 19:34:00,499.04,Paid,ord13967
P13968,Cash,2026-03-20 19:36:00,0,Paid,ord13968
P13969,Cash,2026-03-20 19:38:00,258.58,Paid,ord13969
P13970,Credit Card,2026-03-24 11:30:56,57.69,Pending,ord13970
P13971,Cash,2026-03-20 19:42:00,518.33,Paid,ord13971
P13972,QR Payment,2026-03-20 19:44:00,0,Failed,ord13972
P13973,Credit Card,2026-03-20 19:46:00,357.44,Paid,ord13973
P13974,Credit Card,2026-03-20 19:48:00,68.3,Paid,ord13974
P13975,Credit Card,2026-03-20 19:50:00,499.61,Paid,ord13975
P13976,QR Payment,2026-03-20 19:52:00,0,Paid,ord13976
P13977,Credit Card,2026-03-20 19:54:00,0,Failed,ord13977
P13978,Cash,2026-03-20 19:56:00,308.66,Paid,ord13978
P13979,Cash,2026-03-20 19:58:00,440.98,Paid,ord13979
P13980,QR Payment,2026-03-20 20:00:00,0,Paid,ord13980
P13981,Cash,2026-03-20 20:02:00,448.29,Paid,ord13981
P13982,Credit Card,2026-03-20 20:04:00,455.85,Paid,ord13982
P13983,Cash,2026-03-20 20:06:00,226.61,Paid,ord13983
P13984,QR Payment,2026-03-20 20:08:00,0,Paid,ord13984
P13985,Credit Card,2026-03-20 20:10:00,153.65,Paid,ord13985
P13986,Credit Card,2026-03-20 20:12:00,297.61,Paid,ord13986
P13987,Cash,2026-03-20 20:14:00,0,Paid,ord13987
P13988,Credit Card,2026-03-20 20:16:00,386.82,Paid,ord13988
P13989,Cash,2026-03-20 20:18:00,261.06,Paid,ord13989
P13990,Credit Card,2026-03-20 20:20:00,372.69,Paid,ord13990
P13991,Cash,2026-03-24 11:30:56,488.1,Pending,ord13991
P13992,QR Payment,2026-03-24 11:30:56,215.34,Pending,ord13992
P13993,Cash,2026-03-20 20:26:00,155,Paid,ord13993
P13994,QR Payment,2026-03-20 20:28:00,87.5,Paid,ord13994
P13995,Credit Card,2026-03-20 20:30:00,414.94,Paid,ord13995
P13996,Cash,2026-03-20 20:32:00,464.95,Paid,ord13996
P13997,Cash,2026-03-20 20:34:00,0,Failed,ord13997
P13998,QR Payment,2026-03-20 20:36:00,262.23,Paid,ord13998
P13999,Cash,2026-03-20 20:38:00,494.84,Paid,ord13999
P14000,Cash,2026-03-24 11:30:56,434.21,Pending,ord14000
P14001,QR Payment,2026-03-20 20:42:00,333.52,Paid,ord14001
P14002,Cash,2026-03-20 20:44:00,279.38,Paid,ord14002
P14003,Credit Card,2026-03-20 20:46:00,417.72,Paid,ord14003
P14004,QR Payment,2026-03-20 20:48:00,346.63,Paid,ord14004
P14005,Credit Card,2026-03-20 20:50:00,72.2,Paid,ord14005
P14006,Cash,2026-03-20 20:52:00,513.22,Paid,ord14006
P14007,Credit Card,2026-03-20 20:54:00,91.09,Paid,ord14007
P14008,QR Payment,2026-03-20 20:56:00,443.54,Paid,ord14008
P14009,Credit Card,2026-03-20 20:58:00,0,Failed,ord14009
P14010,Cash,2026-03-20 21:00:00,187.05,Paid,ord14010
P14011,QR Payment,2026-03-20 21:02:00,203.72,Paid,ord14011
P14012,Cash,2026-03-20 21:04:00,0,Failed,ord14012
P14013,Credit Card,2026-03-24 11:30:56,97.83,Pending,ord14013
P14014,Cash,2026-03-20 21:08:00,97.24,Paid,ord14014
P14015,Credit Card,2026-03-20 21:10:00,471.96,Paid,ord14015
P14016,QR Payment,2026-03-20 21:12:00,0,Paid,ord14016
P14017,QR Payment,2026-03-20 21:14:00,242.08,Paid,ord14017
P14018,QR Payment,2026-03-20 21:16:00,162.87,Paid,ord14018
P14019,Credit Card,2026-03-20 21:18:00,478.07,Paid,ord14019
P14020,Cash,2026-03-24 11:30:56,334.46,Pending,ord14020
P14021,Cash,2026-03-24 11:30:56,0,Pending,ord14021
P14022,QR Payment,2026-03-20 21:24:00,0,Paid,ord14022
P14023,Cash,2026-03-20 21:26:00,215.02,Paid,ord14023
P14024,QR Payment,2026-03-20 21:28:00,462.16,Paid,ord14024
P14025,QR Payment,2026-03-20 21:30:00,503.93,Paid,ord14025
P14026,Cash,2026-03-20 21:32:00,174.51,Paid,ord14026
P14027,QR Payment,2026-03-20 21:34:00,360.06,Paid,ord14027
P14028,Credit Card,2026-03-20 21:36:00,255.65,Paid,ord14028
P14029,QR Payment,2026-03-20 21:38:00,368.1,Paid,ord14029
P14030,Credit Card,2026-03-20 21:40:00,43.25,Paid,ord14030
P14031,Cash,2026-03-20 21:42:00,216.41,Paid,ord14031
